code_zone,nom_affiche,niveau,code_parent,nom_parent
MG21205010,Ambalavao,Commune,MG21205,Ambalavao
MG21205030,Manamisoa,Commune,MG21205,Ambalavao
MG21205050,Iarintsena,Commune,MG21205,Ambalavao
MG21205071,Ambohimandroso,Commune,MG21205,Ambalavao
MG21205072,Andrainjato,Commune,MG21205,Ambalavao
MG21205090,Anjoma,Commune,MG21205,Ambalavao
MG21205110,Kirano,Commune,MG21205,Ambalavao
MG21205130,Sendrisoa,Commune,MG21205,Ambalavao
MG21205150,Besoa,Commune,MG21205,Ambalavao
MG21205170,Mahazony,Commune,MG21205,Ambalavao
MG21205190,Ambinanindovoka,Commune,MG21205,Ambalavao
MG21205211,Ankaramena,Commune,MG21205,Ambalavao
MG21205212,Ambinaniroa,Commune,MG21205,Ambalavao
MG21205230,Ambohimahamasina,Commune,MG21205,Ambalavao
MG21205250,Miarinarivo,Commune,MG21205,Ambalavao
MG21205270,Vohitsaoka,Commune,MG21205,Ambalavao
MG21208050,Ankerana,Commune,MG21208,Ambohimahasoa
MG21208071,Manandroy,Commune,MG21208,Ambohimahasoa
MG21208072,Ambalakindresy,Commune,MG21208,Ambohimahasoa
MG21208090,Ankafina Tsarafidy,Commune,MG21208,Ambohimahasoa
MG21208110,Sahave,Commune,MG21208,Ambohimahasoa
MG21208130,Morafeno,Commune,MG21208,Ambohimahasoa
MG21208150,Ikalalao,Commune,MG21208,Ambohimahasoa
MG21208170,Vohiposa,Commune,MG21208,Ambohimahasoa
MG21208190,Ambatosoa,Commune,MG21208,Ambohimahasoa
MG21208211,Isaka,Commune,MG21208,Ambohimahasoa
MG21208212,Vohitrarivo,Commune,MG21208,Ambohimahasoa
MG21208230,Ambohinamboarina,Commune,MG21208,Ambohimahasoa
MG21208251,Sahatona,Commune,MG21208,Ambohimahasoa
MG21208252,Camp Robin,Commune,MG21208,Ambohimahasoa
MG21208270,Befeta,Commune,MG21208,Ambohimahasoa
MG21208290,Fiadanana,Commune,MG21208,Ambohimahasoa
MG21219010,Ikalamavony,Commune,MG21219,Ikalamavony
MG21219030,Mangidy,Commune,MG21219,Ikalamavony
MG21219050,Solila,Commune,MG21219,Ikalamavony
MG21219070,Ambatomainty,Commune,MG21219,Ikalamavony
MG21219090,Fitampito,Commune,MG21219,Ikalamavony
MG21219110,Tanamarina Sakay,Commune,MG21219,Ikalamavony
MG21219130,Tsitondroina,Commune,MG21219,Ikalamavony
MG21219150,Tanamarina Bekisopa,Commune,MG21219,Ikalamavony
MG21220011,Andrainjato Centre,Commune,MG21220,Lalangina
MG21220012,Andrainjato Est,Commune,MG21220,Lalangina
MG21220030,Ambalakely,Commune,MG21220,Lalangina
MG21220070,Ivoamba,Commune,MG21220,Lalangina
MG21220090,Taindambo,Commune,MG21220,Lalangina
MG21220111,Mahatsinjony,Commune,MG21220,Lalangina
MG21220112,Sahambavy,Commune,MG21220,Lalangina
MG21220210,Ambalamahasoa,Commune,MG21220,Lalangina
MG21220250,Alakamisy Ambohimaha,Commune,MG21220,Lalangina
MG21220330,Androy,Commune,MG21220,Lalangina
MG21220350,Alatsinainy Ialamarina,Commune,MG21220,Lalangina
MG21220430,Fandrandava,Commune,MG21220,Lalangina
MG21220630,Ialananindro,Commune,MG21220,Lalangina
MG21224010,Mahasoabe,Commune,MG21224,Vohibato
MG21224030,Vinanitelo,Commune,MG21224,Vohibato
MG21224050,Alakamisy Itenina,Commune,MG21224,Vohibato
MG21224070,Talata Ampano,Commune,MG21224,Vohibato
MG21224090,Ihazoara,Commune,MG21224,Vohibato
MG21224110,Ankaromalaza Mifanasoa,Commune,MG21224,Vohibato
MG21224130,Vohimarina,Commune,MG21224,Vohibato
MG21224150,Maneva,Commune,MG21224,Vohibato
MG21224170,Vohitrafeno,Commune,MG21224,Vohibato
MG21224190,Andranovorivato,Commune,MG21224,Vohibato
MG21224210,Vohibato Ouest,Commune,MG21224,Vohibato
MG21224230,Andranomiditra,Commune,MG21224,Vohibato
MG21224250,Soaindrana,Commune,MG21224,Vohibato
MG21224270,Mahaditra,Commune,MG21224,Vohibato
MG21225010,Isorana,Commune,MG21225,Isandra
MG21225030,Anjoma Itsara,Commune,MG21225,Isandra
MG21225050,Andoharanomaitso,Commune,MG21225,Isandra
MG21225070,Ambondrona,Commune,MG21225,Isandra
MG21225090,Ambalamidera II,Commune,MG21225,Isandra
MG21225110,Ankarinarivo Manirisoa,Commune,MG21225,Isandra
MG21225130,Soatanana,Commune,MG21225,Isandra
MG21225150,Nasandratrony,Commune,MG21225,Isandra
MG21225170,Mahazoarivo,Commune,MG21225,Isandra
MG21225190,Fanjakana,Commune,MG21225,Isandra
MG21225210,Iavonomby Vohibola,Commune,MG21225,Isandra
MG22202010,Ambatofinandrahana,Commune,MG22202,Ambatofinandrahana
MG22202030,Itremo,Commune,MG22202,Ambatofinandrahana
MG22202050,Fenoarivo,Commune,MG22202,Ambatofinandrahana
MG22202070,Soavina,Commune,MG22202,Ambatofinandrahana
MG22202090,Ambondromisotra,Commune,MG22202,Ambatofinandrahana
MG22202110,Ambatomifanongoa,Commune,MG22202,Ambatofinandrahana
MG22202130,Amborompotsy,Commune,MG22202,Ambatofinandrahana
MG22202150,Mandrosonoro,Commune,MG22202,Ambatofinandrahana
MG22202170,Mangataboahangy,Commune,MG22202,Ambatofinandrahana
MG22203010,Ambositra I,Commune,MG22203,Ambositra
MG22203030,Ambositra II,Commune,MG22203,Ambositra
MG22203050,Ankazoambo,Commune,MG22203,Ambositra
MG22203070,Ivony Miaramiasa,Commune,MG22203,Ambositra
MG22203090,Andina,Commune,MG22203,Ambositra
MG22203110,Imerina Imady,Commune,MG22203,Ambositra
MG22203130,Ivato,Commune,MG22203,Ambositra
MG22203150,Tsarasaotra,Commune,MG22203,Ambositra
MG22203170,Marosoa,Commune,MG22203,Ambositra
MG22203190,Fahizay,Commune,MG22203,Ambositra
MG22203210,Alakamisy Ambohijato,Commune,MG22203,Ambositra
MG22203230,Kianjandrakefina,Commune,MG22203,Ambositra
MG22203250,Ambalamanakana,Commune,MG22203,Ambositra
MG22203290,Ilaka Centre,Commune,MG22203,Ambositra
MG22203310,Ihadilanana,Commune,MG22203,Ambositra
MG22203390,Ambatofitorahana,Commune,MG22203,Ambositra
MG22203410,Antoetra,Commune,MG22203,Ambositra
MG22203430,Mahazina Ambohipierenana,Commune,MG22203,Ambositra
MG22203450,Sahatsiho Ambohimanjaka,Commune,MG22203,Ambositra
MG22203491,Ambohimitombo I,Commune,MG22203,Ambositra
MG22203492,Ambohimitombo II,Commune,MG22203,Ambositra
MG22203551,Ambinanindrano,Commune,MG22203,Ambositra
MG22203552,Vohidahy,Commune,MG22203,Ambositra
MG22204010,Fandriana,Commune,MG22204,Fandriana
MG22204030,Milamaina,Commune,MG22204,Fandriana
MG22204050,Sahamadio Fisakana,Commune,MG22204,Fandriana
MG22204070,Fiadanana,Commune,MG22204,Fandriana
MG22204090,Tsarazaza,Commune,MG22204,Fandriana
MG22204110,Tatamalaza,Commune,MG22204,Fandriana
MG22204130,Ankarinoro,Commune,MG22204,Fandriana
MG22204150,Sandrandahy,Commune,MG22204,Fandriana
MG22204170,Mahazoarivo,Commune,MG22204,Fandriana
MG22204191,Miarinavaratra,Commune,MG22204,Fandriana
MG22204192,Betsimisotra,Commune,MG22204,Fandriana
MG22204210,Alakamisy Ambohimahazo,Commune,MG22204,Fandriana
MG22204230,Imito,Commune,MG22204,Fandriana
MG22223010,Ambovombe Centre,Commune,MG22223,Manandriana
MG22223030,Ambohimahazo,Commune,MG22223,Manandriana
MG22223050,Anjoma Nandihizana,Commune,MG22223,Manandriana
MG22223070,Ambohimilanja,Commune,MG22223,Manandriana
MG22223150,Talata Vohimena,Commune,MG22223,Manandriana
MG22223171,Ambatomarina,Commune,MG22223,Manandriana
MG22223172,Andakatany,Commune,MG22223,Manandriana
MG23206011,Ifanadiana,Commune,MG23206,Ifanadiana
MG23206012,Antaretra,Commune,MG23206,Ifanadiana
MG23206030,Tsaratanana,Commune,MG23206,Ifanadiana
MG23206051,Ranomafana,Commune,MG23206,Ifanadiana
MG23206052,Kelilalina,Commune,MG23206,Ifanadiana
MG23206071,Androrangavola,Commune,MG23206,Ifanadiana
MG23206072,Marotoko,Commune,MG23206,Ifanadiana
MG23206090,Ambohimiera,Commune,MG23206,Ifanadiana
MG23206110,Antsindra,Commune,MG23206,Ifanadiana
MG23206130,Ambohimanga Du Sud,Commune,MG23206,Ifanadiana
MG23206150,Analampasina,Commune,MG23206,Ifanadiana
MG23206170,Fasintsara,Commune,MG23206,Ifanadiana
MG23206190,Maroharatra,Commune,MG23206,Ifanadiana
MG23207010,Nosy Varika,Commune,MG23207,Nosy-Varika
MG23207031,Ambahy,Commune,MG23207,Nosy-Varika
MG23207032,Andara,Commune,MG23207,Nosy-Varika
MG23207051,Fiadanana,Commune,MG23207,Nosy-Varika
MG23207052,Ambodirian'i Sahafary,Commune,MG23207,Nosy-Varika
MG23207070,Sahavato,Commune,MG23207,Nosy-Varika
MG23207090,Vohilava,Commune,MG23207,Nosy-Varika
MG23207111,Vohitrandriana,Commune,MG23207,Nosy-Varika
MG23207112,Vohidroa,Commune,MG23207,Nosy-Varika
MG23207113,Ambakobe,Commune,MG23207,Nosy-Varika
MG23207130,Soavina,Commune,MG23207,Nosy-Varika
MG23207151,Ambodilafa,Commune,MG23207,Nosy-Varika
MG23207152,Androrangavola,Commune,MG23207,Nosy-Varika
MG23207171,Ampasinambo,Commune,MG23207,Nosy-Varika
MG23207172,Antanambao,Commune,MG23207,Nosy-Varika
MG23207173,Angodongodona,Commune,MG23207,Nosy-Varika
MG23207191,Befody,Commune,MG23207,Nosy-Varika
MG23207192,Ambodiara,Commune,MG23207,Nosy-Varika
MG23209010,Mananjary,Commune,MG23209,Mananjary
MG23209031,Tsaravary,Commune,MG23209,Mananjary
MG23209032,Ankatafana,Commune,MG23209,Mananjary
MG23209050,Mahatsara Sud,Commune,MG23209,Mananjary
MG23209070,Tsiatosika,Commune,MG23209,Mananjary
MG23209090,Mahatsara Iefaka,Commune,MG23209,Mananjary
MG23209110,Marokarima,Commune,MG23209,Mananjary
MG23209130,Morafeno,Commune,MG23209,Mananjary
MG23209150,Antsenavolo,Commune,MG23209,Mananjary
MG23209170,Marosangy,Commune,MG23209,Mananjary
MG23209190,Ambohimiarina II,Commune,MG23209,Mananjary
MG23209210,Andranambolava,Commune,MG23209,Mananjary
MG23209230,Vohilava,Commune,MG23209,Mananjary
MG23209251,Mahela,Commune,MG23209,Mananjary
MG23209252,Ambohitsara Est,Commune,MG23209,Mananjary
MG23209270,Mahavoky Nord,Commune,MG23209,Mananjary
MG23209290,Andonabe,Commune,MG23209,Mananjary
MG23209310,Ambohinihaonana,Commune,MG23209,Mananjary
MG23209331,Marofototra,Commune,MG23209,Mananjary
MG23209332,Andranomavo,Commune,MG23209,Mananjary
MG23209350,Vatohandrina,Commune,MG23209,Mananjary
MG23209370,Ambalahosy Nord,Commune,MG23209,Mananjary
MG23209391,Ambodinonoka,Commune,MG23209,Mananjary
MG23209392,Antaretra,Commune,MG23209,Mananjary
MG23209410,Kianjavato,Commune,MG23209,Mananjary
MG23209430,Sandrohy,Commune,MG23209,Mananjary
MG23209450,Anosimparihy,Commune,MG23209,Mananjary
MG23209470,Manakana Nord,Commune,MG23209,Mananjary
MG23209490,Namorona,Commune,MG23209,Mananjary
MG23210010,Manakara,Commune,MG23210,Manakara Atsimo
MG23210031,Tataho,Commune,MG23210,Manakara Atsimo
MG23210032,Mangatsiotra,Commune,MG23210,Manakara Atsimo
MG23210051,Marofarihy,Commune,MG23210,Manakara Atsimo
MG23210052,Anosiala,Commune,MG23210,Manakara Atsimo
MG23210070,Ambila,Commune,MG23210,Manakara Atsimo
MG23210090,Sorombo,Commune,MG23210,Manakara Atsimo
MG23210110,Mizilo Gara,Commune,MG23210,Manakara Atsimo
MG23210130,Ambohitsara M,Commune,MG23210,Manakara Atsimo
MG23210151,Sahasinaka,Commune,MG23210,Manakara Atsimo
MG23210152,Sahanambohitra,Commune,MG23210,Manakara Atsimo
MG23210153,Ambahatrazo,Commune,MG23210,Manakara Atsimo
MG23210171,Amboanjo,Commune,MG23210,Manakara Atsimo
MG23210172,Anorombato,Commune,MG23210,Manakara Atsimo
MG23210190,Vohimasy,Commune,MG23210,Manakara Atsimo
MG23210211,Lokomby,Commune,MG23210,Manakara Atsimo
MG23210212,Vatana,Commune,MG23210,Manakara Atsimo
MG23210213,Sakoana,Commune,MG23210,Manakara Atsimo
MG23210231,Ambahive,Commune,MG23210,Manakara Atsimo
MG23210232,Ambandrika,Commune,MG23210,Manakara Atsimo
MG23210233,Ambalaroka,Commune,MG23210,Manakara Atsimo
MG23210250,Vohimanitra,Commune,MG23210,Manakara Atsimo
MG23210271,Mitanty,Commune,MG23210,Manakara Atsimo
MG23210272,Analavory,Commune,MG23210,Manakara Atsimo
MG23210291,Bekatra,Commune,MG23210,Manakara Atsimo
MG23210292,Vinanitelo,Commune,MG23210,Manakara Atsimo
MG23210311,Ampasimanjeva,Commune,MG23210,Manakara Atsimo
MG23210312,Ambotaka,Commune,MG23210,Manakara Atsimo
MG23210313,Nihaonana,Commune,MG23210,Manakara Atsimo
MG23210330,Mavorano,Commune,MG23210,Manakara Atsimo
MG23210351,Vohimasina Nord,Commune,MG23210,Manakara Atsimo
MG23210352,Vohimasina Sud,Commune,MG23210,Manakara Atsimo
MG23210353,Betampona,Commune,MG23210,Manakara Atsimo
MG23210370,Vohilava,Commune,MG23210,Manakara Atsimo
MG23210390,Fenomby,Commune,MG23210,Manakara Atsimo
MG23210410,Ambalavero,Commune,MG23210,Manakara Atsimo
MG23210430,Amborondra,Commune,MG23210,Manakara Atsimo
MG23210451,Mahabako,Commune,MG23210,Manakara Atsimo
MG23210452,Onilahy,Commune,MG23210,Manakara Atsimo
MG23210471,Mahamaibe,Commune,MG23210,Manakara Atsimo
MG23210472,Kianjanomby,Commune,MG23210,Manakara Atsimo
MG23210490,Ampasimpotsy Sud,Commune,MG23210,Manakara Atsimo
MG23210510,Anteza,Commune,MG23210,Manakara Atsimo
MG23210531,Saharefo,Commune,MG23210,Manakara Atsimo
MG23210532,Ampasimboraka,Commune,MG23210,Manakara Atsimo
MG23211011,Ikongo,Commune,MG23211,Ikongo
MG23211012,Ambolomadinika,Commune,MG23211,Ikongo
MG23211031,Ambatofotsy,Commune,MG23211,Ikongo
MG23211032,Belemoka,Commune,MG23211,Ikongo
MG23211033,Maromiandra,Commune,MG23211,Ikongo
MG23211051,Manampatrana,Commune,MG23211,Ikongo
MG23211052,Ambinanitromby,Commune,MG23211,Ikongo
MG23211071,Ifanirea,Commune,MG23211,Ikongo
MG23211072,Tanakambana,Commune,MG23211,Ikongo
MG23211073,Sahalanona,Commune,MG23211,Ikongo
MG23211091,Tolongoina,Commune,MG23211,Ikongo
MG23211092,Ambohimisafy,Commune,MG23211,Ikongo
MG23212010,Vohipeno,Commune,MG23212,Vohipeno
MG23212031,Vohitrindry,Commune,MG23212,Vohipeno
MG23212032,Vohindava,Commune,MG23212,Vohipeno
MG23212051,Ivato,Commune,MG23212,Vohipeno
MG23212052,Savana,Commune,MG23212,Vohipeno
MG23212053,Anoloka,Commune,MG23212,Vohipeno
MG23212070,Mahabo,Commune,MG23212,Vohipeno
MG23212090,Ankarimbary,Commune,MG23212,Vohipeno
MG23212110,Lanivo,Commune,MG23212,Vohipeno
MG23212130,Nato,Commune,MG23212,Vohipeno
MG23212150,Mahasoabe,Commune,MG23212,Vohipeno
MG23212171,Onjatsy,Commune,MG23212,Vohipeno
MG23212172,Vohilany,Commune,MG23212,Vohipeno
MG23212190,Andemaka,Commune,MG23212,Vohipeno
MG23212211,Ifatsy,Commune,MG23212,Vohipeno
MG23212212,Antananabo,Commune,MG23212,Vohipeno
MG23212230,Ilakatra,Commune,MG23212,Vohipeno
MG23212250,Sahalava,Commune,MG23212,Vohipeno
MG23212270,Mahazoarivo,Commune,MG23212,Vohipeno
MG24216010,Ihosy,Commune,MG24216,Ihosy
MG24216031,Ankily,Commune,MG24216,Ihosy
MG24216032,Ambia,Commune,MG24216,Ihosy
MG24216033,Tolohomiady,Commune,MG24216,Ihosy
MG24216050,Irina,Commune,MG24216,Ihosy
MG24216070,Sahambano,Commune,MG24216,Ihosy
MG24216090,Analaliry,Commune,MG24216,Ihosy
MG24216110,Mahasoa,Commune,MG24216,Ihosy
MG24216131,Ambatolahy,Commune,MG24216,Ihosy
MG24216132,Soamatasy,Commune,MG24216,Ihosy
MG24216151,Zazafotsy,Commune,MG24216,Ihosy
MG24216152,Antsoha,Commune,MG24216,Ihosy
MG24216170,Sakalalina,Commune,MG24216,Ihosy
MG24216191,Satrokala,Commune,MG24216,Ihosy
MG24216192,Andiolava,Commune,MG24216,Ihosy
MG24216210,Analavoka,Commune,MG24216,Ihosy
MG24216231,Ranohira,Commune,MG24216,Ihosy
MG24216232,Ilakaka,Commune,MG24216,Ihosy
MG24216250,Menamaty Iloto,Commune,MG24216,Ihosy
MG24218010,Ivohibe,Commune,MG24218,Ivohibe
MG24218030,Antambohobe,Commune,MG24218,Ivohibe
MG24218050,Maropaika,Commune,MG24218,Ivohibe
MG24218070,Ivongo,Commune,MG24218,Ivohibe
MG24221010,Iakora,Commune,MG24221,Iakora
MG24221030,Ranotsara Nord,Commune,MG24221,Iakora
MG24221050,Begogo,Commune,MG24221,Iakora
MG25213010,Farafangana,Commune,MG25213,Farafangana
MG25213030,Vohimasy,Commune,MG25213,Farafangana
MG25213050,Anosivelo,Commune,MG25213,Farafangana
MG25213070,Anosy Tsararafa,Commune,MG25213,Farafangana
MG25213090,Vohitromby,Commune,MG25213,Farafangana
MG25213110,Ivandrika,Commune,MG25213,Farafangana
MG25213130,Manambotra Atsimo,Commune,MG25213,Farafangana
MG25213150,Mahavelo,Commune,MG25213,Farafangana
MG25213170,Mahafasa Centre,Commune,MG25213,Farafangana
MG25213190,Amporoforo,Commune,MG25213,Farafangana
MG25213210,Iabohazo,Commune,MG25213,Farafangana
MG25213230,Tangainony,Commune,MG25213,Farafangana
MG25213250,Beretra Bevoay,Commune,MG25213,Farafangana
MG25213270,Ambohigogo,Commune,MG25213,Farafangana
MG25213290,Maheriraty,Commune,MG25213,Farafangana
MG25213310,Mahabo Mananivo,Commune,MG25213,Farafangana
MG25213330,Ambohimandroso,Commune,MG25213,Farafangana
MG25213350,Ankarana Miraihina,Commune,MG25213,Farafangana
MG25213370,Evato,Commune,MG25213,Farafangana
MG25213390,Etrotroka Atsimo,Commune,MG25213,Farafangana
MG25213410,Ambalavato Nord,Commune,MG25213,Farafangana
MG25213430,Efatsy,Commune,MG25213,Farafangana
MG25213450,Tovona,Commune,MG25213,Farafangana
MG25213471,Ambalatany,Commune,MG25213,Farafangana
MG25213472,Namohora Iaborano,Commune,MG25213,Farafangana
MG25213490,Sahamadio,Commune,MG25213,Farafangana
MG25213510,Fenoarivo,Commune,MG25213,Farafangana
MG25213530,Antseranambe,Commune,MG25213,Farafangana
MG25213551,Ihorombe,Commune,MG25213,Farafangana
MG25213552,Ambalavato Antevato,Commune,MG25213,Farafangana
MG25213570,Vohilengo,Commune,MG25213,Farafangana
MG25213590,Marovandrika,Commune,MG25213,Farafangana
MG25214010,Vangaindrano,Commune,MG25214,Vangaindrano
MG25214031,Ampasimalemy,Commune,MG25214,Vangaindrano
MG25214032,Tsianofana,Commune,MG25214,Vangaindrano
MG25214033,Bekaraoky,Commune,MG25214,Vangaindrano
MG25214050,Tsiately,Commune,MG25214,Vangaindrano
MG25214070,Soamanova,Commune,MG25214,Vangaindrano
MG25214091,Lopary,Commune,MG25214,Vangaindrano
MG25214092,Bema,Commune,MG25214,Vangaindrano
MG25214111,Vohitrambo,Commune,MG25214,Vangaindrano
MG25214112,Anilobe,Commune,MG25214,Vangaindrano
MG25214131,Lohafary,Commune,MG25214,Vangaindrano
MG25214132,Ampataka,Commune,MG25214,Vangaindrano
MG25214151,Matanga,Commune,MG25214,Vangaindrano
MG25214152,Masianaka,Commune,MG25214,Vangaindrano
MG25214171,Vohipaho,Commune,MG25214,Vangaindrano
MG25214172,Marokibo,Commune,MG25214,Vangaindrano
MG25214190,Ranomena,Commune,MG25214,Vangaindrano
MG25214211,Ambongo,Commune,MG25214,Vangaindrano
MG25214212,Ambatolava,Commune,MG25214,Vangaindrano
MG25214230,Iara,Commune,MG25214,Vangaindrano
MG25214251,Bevata,Commune,MG25214,Vangaindrano
MG25214252,Karimbary,Commune,MG25214,Vangaindrano
MG25214270,Manambondro,Commune,MG25214,Vangaindrano
MG25214290,Fenoambany,Commune,MG25214,Vangaindrano
MG25214311,Isahara,Commune,MG25214,Vangaindrano
MG25214312,Vohimalaza,Commune,MG25214,Vangaindrano
MG25214313,Vatanato,Commune,MG25214,Vangaindrano
MG25214331,Amparihy Est,Commune,MG25214,Vangaindrano
MG25214332,Sandravinany,Commune,MG25214,Vangaindrano
MG25215011,Nosifeno,Commune,MG25215,Midongy-Atsimo
MG25215012,Ankazovelo,Commune,MG25215,Midongy-Atsimo
MG25215031,Andranolalina,Commune,MG25215,Midongy-Atsimo
MG25215032,Maliorano,Commune,MG25215,Midongy-Atsimo
MG25215051,Ivondro,Commune,MG25215,Midongy-Atsimo
MG25215052,Soakibany,Commune,MG25215,Midongy-Atsimo
MG25217011,Vondrozo,Commune,MG25217,Vondrozo
MG25217012,Manambidala,Commune,MG25217,Vondrozo
MG25217013,Anandravy,Commune,MG25217,Vondrozo
MG25217030,Mahatsinjo,Commune,MG25217,Vondrozo
MG25217051,Mahazoarivo,Commune,MG25217,Vondrozo
MG25217052,Iamonta,Commune,MG25217,Vondrozo
MG25217071,Vohimary,Commune,MG25217,Vondrozo
MG25217072,Antokonala,Commune,MG25217,Vondrozo
MG25217090,Ambohimana,Commune,MG25217,Vondrozo
MG25217111,Karianga,Commune,MG25217,Vondrozo
MG25217112,Manato,Commune,MG25217,Vondrozo
MG25217130,Ivato,Commune,MG25217,Vondrozo
MG25217150,Mahavelo,Commune,MG25217,Vondrozo
MG25217170,Andakana,Commune,MG25217,Vondrozo
MG25217191,Moroteza,Commune,MG25217,Vondrozo
MG25217192,Vohiboreka,Commune,MG25217,Vondrozo
MG25222011,Befotaka Sud,Commune,MG25222,Befotaka
MG25222051,Ranotsara Sud,Commune,MG25222,Befotaka
MG25222052,Beharena,Commune,MG25222,Befotaka
MG25222053,Bekofafa Sud,Commune,MG25222,Befotaka
MG31301001,Ambodimanga,Commune,MG31301,Toamasina I
MG31301002,Anjoma,Commune,MG31301,Toamasina I
MG31301003,Morarano,Commune,MG31301,Toamasina I
MG31301004,Tanambao V,Commune,MG31301,Toamasina I
MG31301005,Ankirihiry,Commune,MG31301,Toamasina I
MG31306010,Brickaville,Commune,MG31306,Brickaville
MG31306030,Vohitranivona,Commune,MG31306,Brickaville
MG31306050,Anivorano Est,Commune,MG31306,Brickaville
MG31306070,Mahatsara,Commune,MG31306,Brickaville
MG31306090,Andovoranto,Commune,MG31306,Brickaville
MG31306110,Ambinaninony,Commune,MG31306,Brickaville
MG31306130,Fetraomby,Commune,MG31306,Brickaville
MG31306150,Vohipeno Razanaka,Commune,MG31306,Brickaville
MG31306171,Ranomafana Est,Commune,MG31306,Brickaville
MG31306172,Ampasimbe,Commune,MG31306,Brickaville
MG31306190,Fanasana,Commune,MG31306,Brickaville
MG31306210,Ambalarondra,Commune,MG31306,Brickaville
MG31306230,Maroseranana,Commune,MG31306,Brickaville
MG31306251,Lohariandava,Commune,MG31306,Brickaville
MG31306252,Andekaleka,Commune,MG31306,Brickaville
MG31306270,Ambohimanana,Commune,MG31306,Brickaville
MG31306290,Anjahamana,Commune,MG31306,Brickaville
MG31307010,Vatomandry,Commune,MG31307,Vatomandry
MG31307030,Ambodivoananto,Commune,MG31307,Vatomandry
MG31307051,Maintinandry,Commune,MG31307,Vatomandry
MG31307052,Tanambao Vahatrakaka,Commune,MG31307,Vatomandry
MG31307053,Tsarasambo,Commune,MG31307,Vatomandry
MG31307070,Sahamatevina,Commune,MG31307,Vatomandry
MG31307091,Antanambao Mahatsara,Commune,MG31307,Vatomandry
MG31307092,Iamborano,Commune,MG31307,Vatomandry
MG31307110,Ambalavolo,Commune,MG31307,Vatomandry
MG31307131,Amboditavolo,Commune,MG31307,Vatomandry
MG31307132,Niherenana,Commune,MG31307,Vatomandry
MG31307151,Ilaka Est,Commune,MG31307,Vatomandry
MG31307152,Niarovana Caroline,Commune,MG31307,Vatomandry
MG31307171,Tsivangiana,Commune,MG31307,Vatomandry
MG31307172,Ampasimazava,Commune,MG31307,Vatomandry
MG31307190,Ampasimadinika,Commune,MG31307,Vatomandry
MG31307210,Ifasina I,Commune,MG31307,Vatomandry
MG31307230,Ambalabe,Commune,MG31307,Vatomandry
MG31307250,Ifasina II,Commune,MG31307,Vatomandry
MG31308011,Mahanoro,Commune,MG31308,Mahanoro
MG31308012,Betsizaraina,Commune,MG31308,Mahanoro
MG31308030,Tsaravinany,Commune,MG31308,Mahanoro
MG31308050,Ambodiharina,Commune,MG31308,Mahanoro
MG31308070,Manjakandriana,Commune,MG31308,Mahanoro
MG31308090,Masomeloka,Commune,MG31308,Mahanoro
MG31308110,Ambinanidilana,Commune,MG31308,Mahanoro
MG31308130,Ambodibonara,Commune,MG31308,Mahanoro
MG31308150,Ankazotsifantatra,Commune,MG31308,Mahanoro
MG31308170,Ambinanindrano,Commune,MG31308,Mahanoro
MG31308190,Befotaka,Commune,MG31308,Mahanoro
MG31309010,Marolambo,Commune,MG31309,Marolambo
MG31309031,Betampona,Commune,MG31309,Marolambo
MG31309032,Tanambao Rabemanana,Commune,MG31309,Marolambo
MG31309050,Andonabe Sud,Commune,MG31309,Marolambo
MG31309071,Ambalapaiso II,Commune,MG31309,Marolambo
MG31309072,Ambodivoangy,Commune,MG31309,Marolambo
MG31309090,Ambohimilanja,Commune,MG31309,Marolambo
MG31309110,Ambatofisaka II,Commune,MG31309,Marolambo
MG31309131,Androrangavola,Commune,MG31309,Marolambo
MG31309132,Anosiarivo I,Commune,MG31309,Marolambo
MG31309150,Amboasary,Commune,MG31309,Marolambo
MG31309170,Lohavanana,Commune,MG31309,Marolambo
MG31309191,Ambodinonoka,Commune,MG31309,Marolambo
MG31309192,Sahakevo,Commune,MG31309,Marolambo
MG31310010,Toamasina Suburbaine,Commune,MG31310,Toamasina II
MG31310030,Antetezambaro,Commune,MG31310,Toamasina II
MG31310050,Fanandrana,Commune,MG31310,Toamasina II
MG31310070,Ambodiriana,Commune,MG31310,Toamasina II
MG31310091,Ampasimadinika Manambolo,Commune,MG31310,Toamasina II
MG31310092,Amboditandroroho,Commune,MG31310,Toamasina II
MG31310110,Mahavelona (Foulpointe),Commune,MG31310,Toamasina II
MG31310130,Sahambala,Commune,MG31310,Toamasina II
MG31310150,Ambodilazana,Commune,MG31310,Toamasina II
MG31310170,Ampasimbe Onibe,Commune,MG31310,Toamasina II
MG31310191,Mangabe,Commune,MG31310,Toamasina II
MG31310192,Amporoforo,Commune,MG31310,Toamasina II
MG31310193,Antenina,Commune,MG31310,Toamasina II
MG31310211,Andondabe,Commune,MG31310,Toamasina II
MG31310212,Ampisokina,Commune,MG31310,Toamasina II
MG31310230,Andranobolaha,Commune,MG31310,Toamasina II
MG31310250,Fito,Commune,MG31310,Toamasina II
MG31311010,Antanambao Manampontsy,Commune,MG31311,Antanambao Manampontsy
MG31311030,Mahela,Commune,MG31311,Antanambao Manampontsy
MG31311050,Saivaza,Commune,MG31311,Antanambao Manampontsy
MG31311070,Antanandehibe,Commune,MG31311,Antanambao Manampontsy
MG31311090,Manakana,Commune,MG31311,Antanambao Manampontsy
